序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
142,HK0147,国际商业结算,国际商业结算控股有限公司,百慕达,--,--,180,1988-06-06,--,,房地产,在中国开发及销售商业住宅物业；提供企业管理顾问服务；以及销售酒类。
143,HK0148,建滔化工,建滔化工集团有限公司,开曼群岛,2201860.90,473670.90,43200,1993-10-08,--,,电子元器件,覆铜面板、印刷线路板、化工产品、液晶体显示屏、磁电产品制造及销售业务和物业发展及投资。
144,HK0149,中国农产品交易,中国农产品交易有限公司,百慕达,32683.00,-5973.60,1415,1973-03-12,--,,农产品交易,在中国从事农产品交易市场之物业管理及销售业务。
145,HK0151,中国旺旺,中国旺旺控股有限公司,开曼群岛,--,--,45900,2008-03-26,--,,休闲食品,制造、分销及销售食品及饮料。
146,HK0152,深圳国际,深圳国际控股有限公司,百慕达,534607.70,154772.40,5972,1972-09-25,--,,公路运输,从事物流基础设施的投资、建设与经营，并依托拥有的基础设施及信息服务平台向客户提供各类物流增值服务。
147,HK0153,中国赛特,中国赛特集团有限公司,开曼群岛,67538.70,10255.10,554,2013-11-01,--,,建筑材料,提供综合性钢结构及预制构件建筑解决方案服务。
148,HK0154,北京控股环境集团,北京控股环境集团有限公司,香港,54668.70,12239.80,875,1970-09-18,--,,新能源,建设及经营垃圾焚烧发电厂、废物处理及出售垃圾焚烧所产生之电力及蒸气；及提供资讯科技相关服务。
149,HK0155,中国源畅,中国源畅光电能源控股有限公司,百慕达,--,--,114,1988-09-05,--,,新能源,开发、生产、营销及销售光伏太阳能业务；参与主要及次要证券市场；养殖及销售有机猪只及牲畜。
150,HK0156,力宝华润,力宝华润有限公司,香港,--,--,1853,1973-03-01,--,,地产投资,投资控股、物业投资、物业发展、食品业务、物业管理、矿产勘探、开采及提炼、证券投资、财务投资及放款。
151,HK0157,自然美,自然美生物科技有限公司,开曼群岛,19373.80,2900.00,540,2002-03-28,--,,化妆品,制造及销售护肤、美容及香薰产品及提供肌肤护理、美容及spa服务以及肌肤护理顾问服务及美容培训。
152,HK0158,万邦投资,万邦投资有限公司,香港,--,--,16,1972-08-29,--,,地产投资,在香港进行控股投资及房地产投资。
153,HK0159,布莱克万矿业,布莱克万矿业有限公司,百慕达,--,--,26,1985-07-05,--,,钢铁,于西澳勘探及发展铁矿石采矿项目；于中国开采、加工及生产铜精矿。
154,HK0160,汉国置业,汉国置业有限公司,香港,--,--,350,1988-12-30,--,,地产投资,物业发展、物业投资及与物业相关之业务。
155,HK0161,中航国际控股,中航国际控股股份有限公司,中国深圳市,2498307.00,99665.60,37341,1997-09-29,--,,电子元器件,于中国从事平板显示屏、印刷电路板及手表的制造与销售、地产开发、有关工程的物流及造船服务、采购及建设项目。
156,HK0162,世纪金花,世纪金花商业控股有限公司,百慕达,--,--,7800,2000-10-23,--,,百货商城,经营百货商场、购物中心及超级市场。
157,HK0163,英皇国际,英皇集团(国际)有限公司,百慕达,--,--,1745,1972-11-14,--,,地产投资,物业租赁、物业发展、酒店及酒店相关业务。
158,HK0164,中国宝力科技,中国宝力科技控股有限公司,百慕达,--,--,259,1973-01-26,--,,旅游服务,娱乐及邮轮业务、物业业务、伽玛射线照射服务、资源业务及证券买卖及投资。
159,HK0165,中国光大控股,中国光大控股有限公司,香港,113879.00,204545.70,294,1973-02-26,--,,资产管理,提供金融服务。
160,HK0166,新时代能源,新时代能源有限公司,百慕达,20222.70,-9732.50,53,1998-10-13,--,,油气开采,买卖石油产品；勘探、开采、生产及销售天然资源。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
161,HK0167,IDT Int'l,万威国际有限公司,百慕达,22490.00,-6230.00,1099,1988-10-21,--,,消费电子,投资控股、设计、开发、制造、市场推广及分销时尚生活电子产品。
162,HK0168,青岛啤酒股份,青岛啤酒股份有限公司,中国山东省,1515369.05,139621.10,43228,1993-07-15,--,,啤酒,生产及销售啤酒
163,HK0169,万达酒店发展,万达酒店发展有限公司,百慕达,10625.10,48127.30,242,2002-06-04,--,,房地产,物业发展、物业租赁、物业管理及投资控股活动。
164,HK0170,中国资本,中国资本(控股)有限公司,--,--,--,10,--,--,,--,在香港及中国内地进行投资控股。
165,HK0171,银建国际,银建国际实业有限公司,香港,30489.00,12569.10,543,1973-02-23,--,,地产投资,物业投资、其他投资、不良资产业务及石油化工产品生产及销售。
166,HK0172,金榜集团,金榜集团控股有限公司,香港,--,--,34,1972-09-01,--,,信贷,提供金融服务。
167,HK0173,嘉华国际,嘉华国际集团有限公司,百慕达,62263.80,62663.50,850,1987-02-06,--,,房地产,物业发展及投资。
168,HK0174,盛洋投资,盛洋投资(控股)有限公司,香港,9221.40,2435.00,26,1988-10-05,--,,资产管理,基金平台投资、基金投资、物业投资及开发及证券投资业务。
169,HK0175,吉利汽车,吉利汽车控股有限公司,开曼群岛,5370860.50,673589.80,34100,1973-02-23,--,,汽车制造,生产及买卖汽车、汽车零件及相关汽车部件。
170,HK0176,先机企业集团,先机企业集团有限公司,百慕达,10193.80,-3342.50,390,1994-04-28,--,,消费电子,承包生产原设备制造产品及充电式电池产品、手制、草坪及园艺工具、工业磁铁及测量及计算工具。
171,HK0177,江苏宁沪高速公路,江苏宁沪高速公路股份有限公司,中国南京市,514177.98,253922.81,5490,1997-06-27,--,,公路运输,江苏省境内收费路桥的投资、建设、经营及管理，并发展该等公路沿线的服务区配套经营
172,HK0178,莎莎国际,莎莎国际控股有限公司,开曼群岛,--,--,5000,1997-06-13,--,,化妆品,零售及批发化妆品。
173,HK0179,德昌电机控股,德昌电机控股有限公司,百慕达,--,--,39000,1984-07-11,--,,汽车零部件,制造及销售动力系统。
174,HK0180,开达集团,开达集团有限公司,百慕达,27935.00,1081.20,2552,1985-05-24,--,,玩具,制造及销售塑胶、电子及填充式玩具及模型火车、物业投资及投资控股。
175,HK0181,闽港控股,闽港控股有限公司,香港,1786.80,107.85,153,1973-02-22,--,,酒店,物业投资及发展、酒店业务及投资控股。
176,HK0182,协合新能源,协合新能源集团有限公司,百慕达,80960.90,28373.80,1202,1991-11-27,--,,新能源,设计、采购及施工，设备制造，电厂运行及维护，电厂投资。
177,HK0183,宏辉集团,宏辉集团控股有限公司,开曼群岛,63806.50,21033.30,12,2002-05-21,--,,房地产,提供物业经纪服务、进行物业整合、并购与重建计划、物业买卖、物业发展及物业投资业务。
178,HK0184,激成投资,激成投资(香港)有限公司,香港,98644.80,14292.00,1993,1973-02-24,--,,酒店,经营酒店与会所业务、物业投资与发展及提供管理服务。
179,HK0185,正恒国际控股,正恒国际控股有限公司,香港,39432.30,3499.80,52,1972-12-20,--,,地产投资,证券买卖及投资；物业投资及管理；酒店业务；以及于中国物业发展。
180,HK0186,Grande Holdings,敏捷控股有限公司,百慕达,--,--,40,1987-07-09,--,,消费电子,家用电器及音频产品之分销及特许权业务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
181,HK0187,京城机电股份,北京京城机电股份有限公司,中国北京市,47497.25,-4112.45,1684,1993-08-06,--,,电子元器件,气体储运装备制造
182,HK0188,新华汇富金融,新华汇富金融控股有限公司,百慕达,18193.40,2046.10,102,2000-09-15,--,,证券,证券投资、股票、期权、期货及商品期货经纪、提供财务顾问服务、资产管理、放款及其他与证券相关之金融服务。
183,HK0189,东岳集团,东岳集团有限公司,开曼群岛,737315.80,136516.70,5587,2007-12-10,--,,化工用品,制造、分销及销售制冷剂、高分子材料、有机硅及二氯甲烷、聚氯乙烯及烧碱以及其他；在中国从事物业开发。
184,HK0190,香港建设,香港建设(控股)有限公司,百慕达,65030.00,45780.00,259,1987-05-29,--,,房地产,物业发展与投资、再生能源投资及营运业务。
185,HK0191,丽新国际,丽新制衣国际有限公司,香港,--,--,1600,1987-12-03,--,,地产投资,物业发展作销售用途；物业投资；投资及营运酒店及食肆；以及投资控股。
186,HK0193,冠中地产,冠中地产有限公司,香港,--,--,410,1972-09-11,--,,酒店,投资控股、物业投资及发展、酒店业务、金融投资及相关业务。
187,HK0194,廖创兴企业,廖创兴企业有限公司,香港,46163.70,40962.50,448,1972-11-13,--,,地产投资,物业投资、物业发展、物业管理、财务投资、贸易及制造、酒店经营。
188,HK0195,绿科科技国际,绿科科技国际有限公司,开曼群岛,24322.30,3054.70,28,2008-11-12,--,,其他金属矿物,投资控股、提供企业管理服务、及开采金属锡及销售锡精矿。
189,HK0196,宏华集团,宏华集团有限公司,开曼群岛,114672.30,-11394.30,3684,2008-03-07,--,,气油设备与服务,研究、设计、制造、成套和销售陆地钻机以及相关零部件，同时为客户提供技术支持性服务。
190,HK0197,亨泰,亨泰消费品集团有限公司,开曼群岛,98149.10,-15658.20,470,2001-12-03,--,,包装食品,销售及买卖包装食品、饮料、家庭消费品、化妆产品及冷冻链产品；种植、销售及买卖新鲜及加工水果及蔬菜；及提供物流服务。
191,HK0198,星美控股,星美控股集团有限公司,百慕达,244751.50,30081.60,7000,1973-02-07,--,,影视,电影院业务、证券交易、投资电影制作及发行、电影院专柜销售及网上购物。
192,HK0199,德祥地产,德祥地产集团有限公司,百慕达,--,--,302,1994-03-18,--,,房地产,在澳门、中国、香港、加拿大及英国从事物业发展及投资;于中国、香港及加拿大从事发展、投资及经营酒店及消闲业务;证券投资及提供贷款融资服务。
193,HK0200,新濠国际发展,新濠国际发展有限公司,香港,1979606.70,106832.50,20106,1927-01-01,--,,博彩,博彩、消闲及娱乐；物业及其他投资。
194,HK0201,华大酒店,华大酒店投资有限公司,香港,26503.70,6146.70,--,1972-11-17,--,,酒店,投资及经营酒店、物业投资、物业发展、证券投资及买卖及资金投资。
195,HK0202,润中国际控股,润中国际控股有限公司,香港,--,--,120,2000-08-31,--,,综合,物业投资业务、酒店业务、融资及证券投资业务、及天然资源业务。
196,HK0204,中国投资开发,中国投资开发有限公司,--,--,--,7,--,--,,--,持有投资，以及投资上市及非上市证券。
197,HK0205,财讯传媒,财讯传媒集团有限公司,百慕达,8277.60,-9833.00,426,1993-01-05,--,,传媒广告,在中国提供广告代理服务及分销书籍及杂志以及香港之证券经纪业务、放债业务及提供电子商务平台服务。
198,HK0206,TSC集团,TSC集团控股有限公司,开曼群岛,--,--,722,2005-11-28,--,,气油设备与服务,设计、制造、安装及委托经营资本设备及总包陆地及海洋钻机及油田耗材及物料以及提供工程服务。
199,HK0207,大悦城地产,大悦城地产有限公司,百慕达,402674.90,226209.80,6753,1973-03-06,--,,地产投资,投资控股、物业投资及发展、物业管理及酒店经营。
200,HK0208,保利达资产,保利达资产控股有限公司,开曼群岛,26844.70,64924.60,310,1998-09-09,--,,房地产,物业投资及发展、石油勘探及生产、制造冰块及提供冷藏服务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
201,HK0209,瀛晟科学,瀛晟科学有限公司,百慕达,28629.70,-1260.10,3200,2002-03-06,--,,玩具,制造及买卖硬胶及毛绒玩具以及证券投资。
202,HK0210,达芙妮国际,达芙妮国际控股有限公司,开曼群岛,225901.00,-49900.80,14000,1995-11-03,--,,鞋类,于中国大陆制造、分销及零售鞋类产品及配件。
203,HK0211,Styland Hold,大凌集团有限公司,百慕达,--,--,109,1991-12-05,--,,证券,投资控股、金融服务、按揭融资、物业发展和投资以及证券买卖。
204,HK0212,Nanyang Hold,南洋集团有限公司,百慕达,11901.60,28739.50,13,1954-09-15,--,,地产投资,物业开发、物业投资及物业管理服务。
205,HK0213,National Elec H,乐声电子有限公司,百慕达,--,--,400,1985-02-04,--,,电子元器件,制造、装配及销售电子表及手表配件、表肉及手表配件贸易、物业发展、物业投资及酒店营运。
206,HK0214,汇汉控股,汇汉控股有限公司,百慕达,--,--,570,1986-01-06,--,,地产投资,物业管理、发展及投资、酒店、旅游业务以及证券投资。
207,HK0215,和记电讯香港,和记电讯香港控股有限公司,开曼群岛,402100.00,21900.00,2173,2009-05-08,--,,通信服务,在香港及澳门从事流动通讯业务及在香港从事固网业务。
208,HK0216,建业实业,建业实业有限公司,香港,--,--,570,1973-01-31,--,,地产投资,物业发展及投资，制造及买卖成衣。
209,HK0217,中国诚通发展集团,中国诚通发展集团有限公司,香港,66338.50,1476.30,304,--,--,,其他金属矿物,投资控股、大宗商品贸易、物业发展、物业投资、融资租赁及酒店和海上旅游服务。
210,HK0218,申万宏源,申万宏源(香港)有限公司,香港,28471.50,5238.90,254,1973-02-01,--,,证券,经纪业务、投资银行业务、资产管理业务、融资及贷款业务、投资及其他业务。
211,HK0219,顺豪物业,顺豪物业投资有限公司,香港,36184.00,29853.10,--,1973-05-10,--,,酒店,投资及经营酒店、物业投资、物业发展、证券投资及库存投资。
212,HK0220,统一企业中国,统一企业中国控股有限公司,开曼群岛,1122387.70,71428.90,29081,2007-12-17,--,,瓶装水,在中国制造及销售饮料及方便面。
213,HK0221,易易壹金融,易易壹金融集团有限公司,百慕达,--,--,145,2002-11-07,--,,房地产,于中国之物业发展以及于香港之融资业务。
214,HK0222,闽信集团,闽信集团有限公司,香港,67310.80,22428.00,72,1982-06-28,--,,银行,金融服务、保险、汽车贸易、物业发展及投资以及策略投资。
215,HK0223,易生活控股,易生活控股有限公司,开曼群岛,--,--,73,2002-04-10,--,,电商及互联网,"提供与非常规天然气相关服务及非常规天然气行业输入技术设备,于中国、香港及海外提供中介服务与商品贸易及相关增值服务。"
216,HK0224,建生国际,建生国际集团有限公司,百慕达,--,--,18,1970-08-01,--,,地产投资,物业投资，经营酒店及其他投资。
